attendance_percentage,academic_score,indiscipline_count,online_engagement_score,dropout
91.97,7.8,5.81,33.92,0
82.82,9.39,2.38,75.12,0
46.86,3.09,0.37,97.69,0
96.78,3.13,5.53,83.08,0
77.36,2.3,1.52,80.33,0
73.64,6.19,1.51,30.77,0
53.6,3.42,1.92,51.22,1
40.24,10.0,2.08,67.52,0
97.83,4.38,3.5,85.48,0
100.0,4.92,0.22,74.08,0
100.0,9.25,0.47,68.39,0
100.0,6.87,1.16,50.3,0
90.52,7.53,1.02,98.93,0
55.26,4.12,2.27,39.9,1
80.98,7.77,8.53,86.98,1
32.71,5.65,3.97,30.19,1
64.72,8.3,5.73,83.01,0
58.68,4.19,3.6,51.27,1
57.66,6.44,3.71,74.8,0
76.7,7.87,1.83,70.97,1
100.0,8.23,9.25,76.63,0
99.86,9.74,0.33,82.91,0
89.66,5.47,0.79,87.66,0
100.0,3.37,2.82,52.33,1
83.7,5.02,2.16,59.48,0
41.7,2.5,0.14,100.0,0
42.94,2.87,2.43,100.0,0
80.56,4.81,0.41,100.0,0
39.64,5.9,0.53,68.07,0
86.33,5.2,1.29,37.67,0
100.0,7.36,4.55,62.78,0
73.63,5.97,4.52,46.28,0
52.54,10.0,2.59,77.74,0
72.67,6.93,0.32,73.3,0
66.52,4.97,0.66,100.0,0
57.41,4.86,6.75,51.56,0
40.7,8.15,1.61,69.41,0
52.63,7.79,1.13,75.54,0
67.67,6.85,0.23,0.0,0
55.23,10.0,0.88,73.29,0
72.09,7.19,1.17,51.23,0
56.23,5.41,3.92,29.12,0
94.06,5.9,0.9,63.17,0
88.34,3.41,3.21,73.41,0
67.18,9.46,2.84,36.61,0
81.14,6.4,0.86,88.41,0
73.03,8.15,2.73,31.53,0
100.0,5.61,1.86,41.94,0
74.61,6.7,0.02,81.83,0
61.3,8.1,2.88,42.13,1
71.89,4.19,4.26,99.25,0
81.84,3.9,1.41,46.37,0
40.99,5.03,5.2,100.0,0
54.29,8.26,5.69,100.0,0
80.9,5.14,0.02,35.33,0
74.41,7.29,3.4,22.65,1
79.33,7.09,0.7,32.39,0
100.0,6.38,4.53,62.93,0
83.45,4.24,0.05,74.25,0
40.11,5.12,4.71,60.9,0
45.36,8.8,2.23,44.21,0
57.07,7.65,1.88,46.78,1
43.05,9.48,1.63,40.1,0
53.69,3.13,2.86,87.76,0
100.0,5.69,1.58,53.71,0
88.94,5.8,2.26,83.9,0
49.74,4.04,0.09,96.66,0
89.66,9.26,0.94,80.84,0
100.0,7.34,0.23,74.97,0
96.24,5.85,4.73,100.0,0
73.34,9.25,1.2,78.23,0
87.11,6.63,0.4,90.83,0
99.41,10.0,3.95,66.63,0
44.54,5.44,4.08,100.0,0
74.97,6.15,0.21,49.4,0
70.04,5.54,3.04,80.28,0
94.91,7.65,0.23,81.1,0
100.0,8.88,1.07,62.41,0
49.92,4.5,4.12,71.82,1
87.62,4.2,0.97,57.98,0
54.47,5.58,0.07,90.17,0
71.58,6.37,5.0,74.01,0
73.22,9.72,0.84,88.08,0
87.36,7.19,0.77,100.0,0
25.25,5.58,8.56,63.55,1
65.19,5.93,0.87,64.22,0
96.05,2.81,0.15,83.44,0
45.98,4.65,3.91,85.57,1
99.13,7.04,2.33,59.71,0
93.78,3.44,1.53,56.1,0
39.64,6.54,5.9,52.61,0
98.54,3.88,0.66,100.0,0
58.23,4.07,1.25,45.52,0
82.67,4.52,5.97,96.46,0
58.87,9.85,0.46,51.82,0
58.28,4.31,0.26,69.5,1
36.49,9.49,0.43,55.92,0
56.34,7.85,0.73,3.65,0
100.0,9.06,2.5,44.7,0
66.51,7.3,0.01,72.18,0
58.13,7.9,1.02,100.0,0
75.4,8.28,2.37,74.06,0
100.0,4.51,0.59,62.94,0
77.6,4.37,3.9,40.5,1
94.9,8.37,2.2,28.58,0
96.56,6.33,0.51,42.39,0
65.72,4.3,0.94,78.5,0
66.02,5.69,0.55,100.0,0
59.05,8.65,5.11,50.41,1
63.51,8.24,0.83,68.56,0
75.66,6.54,1.52,74.83,0
75.62,6.18,4.36,55.71,0
87.18,5.84,4.25,79.52,1
31.77,7.47,3.14,77.39,1
75.91,6.16,1.99,69.27,0
97.44,7.36,5.52,61.92,0
74.39,8.83,0.49,55.25,0
85.64,2.94,1.01,60.01,0
32.66,6.48,0.7,51.92,0
100.0,5.12,2.82,67.01,0
49.26,7.4,5.04,85.92,0
68.89,6.09,7.77,87.88,0
43.26,6.09,2.34,50.45,0
51.04,5.65,3.14,48.88,0
86.17,5.69,5.17,57.34,0
100.0,7.27,10.0,92.07,0
80.84,6.73,1.43,58.39,0
35.42,10.0,4.2,63.3,0
69.36,5.23,0.98,43.39,0
91.54,6.29,1.26,52.68,1
70.19,4.76,1.78,49.99,0
82.58,6.17,0.76,54.36,0
78.22,9.57,5.26,96.14,0
90.06,5.83,3.76,83.42,0
67.88,7.24,0.15,100.0,0
73.93,7.34,0.12,80.31,0
75.49,2.57,0.83,76.79,1
43.59,7.02,3.81,34.78,1
95.05,5.67,1.21,57.99,0
65.03,4.97,0.8,100.0,0
100.0,6.59,1.15,74.39,0
82.33,9.23,2.08,66.97,0
66.91,2.55,1.07,94.48,0
66.64,6.58,2.89,100.0,0
92.38,3.62,1.67,93.84,1
63.71,5.71,3.78,40.28,0
82.44,7.64,2.15,31.86,0
62.13,8.43,3.76,50.04,0
74.57,6.47,2.57,89.58,0
73.97,4.88,3.24,86.78,0
100.0,4.32,7.29,83.9,0
100.0,5.03,0.64,55.63,0
99.43,5.08,1.87,81.75,0
72.89,3.89,2.09,60.6,0
52.3,6.42,2.24,29.74,0
71.32,5.07,0.33,100.0,0
61.15,4.12,1.9,80.19,0
47.67,3.71,4.23,100.0,0
67.9,10.0,0.22,84.24,0
60.49,6.21,2.5,91.43,1
100.0,3.69,0.53,73.2,0
100.0,6.05,0.35,95.38,0
67.37,7.1,2.88,74.55,0
86.76,3.81,1.42,48.42,1
61.79,7.1,0.8,68.29,0
33.06,6.13,0.17,27.47,1
72.25,3.55,6.92,77.87,0
71.77,6.06,7.02,98.09,0
100.0,6.84,1.81,85.17,0
100.0,5.52,0.21,55.2,1
56.5,7.04,5.15,44.94,1
87.51,9.47,2.23,63.31,0
67.05,3.73,0.69,89.0,0
37.34,3.45,8.91,28.14,1
100.0,6.04,0.2,84.07,0
99.07,3.52,4.83,71.01,0
85.85,4.88,1.91,42.16,1
54.06,7.86,1.09,68.37,0
80.18,4.37,0.45,85.98,0
77.06,6.55,4.28,66.96,0
75.04,3.75,3.15,80.64,0
100.0,4.01,1.26,59.95,0
93.46,7.31,0.58,80.71,0
86.45,7.8,0.31,100.0,0
65.31,6.79,1.88,77.05,0
90.47,5.51,0.1,28.92,0
78.96,7.15,0.13,75.77,0
89.07,2.95,1.39,0.0,0
68.96,9.67,6.36,91.62,0
91.74,7.24,3.51,100.0,0
44.05,6.91,2.72,8.19,1
91.45,7.17,0.48,100.0,0
73.97,7.25,0.33,100.0,0
100.0,4.47,0.62,30.28,0
33.56,6.09,0.4,86.6,0
72.33,6.91,0.26,70.09,0
53.21,8.72,4.19,55.67,0
71.48,3.43,1.11,49.03,0
54.62,4.87,0.49,73.89,0
95.5,8.84,0.69,100.0,0
64.06,4.0,0.64,60.0,0
58.44,7.87,1.0,84.79,0
57.85,5.73,0.15,100.0,0
85.62,4.35,0.94,59.91,0
76.17,4.04,3.15,40.46,0
100.0,3.78,0.11,80.76,0
75.92,6.01,0.03,57.17,0
72.19,5.83,0.32,100.0,0
67.74,6.07,0.16,85.68,0
66.13,5.96,1.86,97.43,0
52.65,6.42,0.68,97.51,1
96.24,9.33,4.26,100.0,0
88.09,7.08,0.97,88.1,0
54.41,6.95,6.84,68.53,0
40.62,8.59,0.07,13.94,1
88.77,7.6,0.49,49.2,0
76.2,6.75,4.27,38.06,1
63.65,10.0,1.61,27.34,0
28.14,5.27,3.44,100.0,0
57.2,4.58,4.8,53.79,1
82.84,4.43,2.66,54.19,0
88.77,6.03,1.71,68.22,0
100.0,7.12,0.48,91.13,0
63.41,9.47,2.27,44.68,0
87.88,4.53,4.98,40.18,0
38.98,5.73,0.53,100.0,0
100.0,8.51,2.13,20.04,0
59.49,8.74,0.22,55.07,0
58.52,8.53,2.88,48.81,0
62.93,9.42,0.47,90.57,0
85.48,4.62,1.11,100.0,0
86.83,8.17,1.91,76.14,0
74.27,4.24,0.6,90.59,0
72.14,6.84,3.19,20.58,0
84.62,4.52,1.6,73.09,0
76.83,5.16,0.18,81.27,0
80.24,8.97,0.73,53.22,0
64.21,5.04,1.26,81.95,0
90.99,8.88,1.75,35.88,0
68.09,6.07,2.77,58.98,1
94.76,7.42,0.93,62.66,0
82.18,4.42,1.09,100.0,0
86.98,6.85,0.71,100.0,0
66.22,4.22,1.26,38.93,0
72.73,9.7,2.28,76.95,0
32.95,5.15,0.69,82.23,0
86.26,6.29,3.47,100.0,0
61.57,6.68,2.38,56.69,0
100.0,5.53,0.68,29.07,0
84.46,1.06,0.32,41.51,0
57.89,5.95,0.87,59.2,0
95.36,3.91,5.02,38.58,0
79.52,8.74,1.21,65.83,0
75.68,4.79,0.51,94.59,0
53.06,5.25,3.22,55.52,1
80.66,6.3,1.47,83.31,0
54.38,5.47,1.76,100.0,0
61.78,6.1,6.36,100.0,0
46.61,6.95,2.81,75.97,1
49.46,4.33,6.14,86.08,1
58.28,5.97,1.36,100.0,1
80.83,6.93,1.61,8.92,0
75.2,5.12,4.09,60.99,0
36.73,4.57,1.16,100.0,0
100.0,6.1,1.53,100.0,0
61.75,6.67,0.37,45.03,0
57.12,4.29,1.5,78.52,0
98.23,6.13,1.91,53.95,0
65.43,7.53,0.13,59.47,0
48.35,7.76,1.4,62.05,1
58.81,7.67,1.43,87.15,0
74.71,6.11,0.05,71.01,0
69.8,4.76,5.63,89.09,0
80.28,3.93,2.03,50.98,0
95.04,7.3,1.55,78.64,0
85.81,10.0,0.01,55.33,0
53.97,2.8,0.21,72.58,0
100.0,4.8,3.52,100.0,0
69.87,8.86,2.07,75.97,0
90.75,6.57,1.05,72.48,0
92.36,5.19,0.68,100.0,0
91.63,6.74,2.24,95.93,0
87.55,6.62,1.96,82.9,0
74.24,6.65,0.37,100.0,0
49.81,5.69,0.88,58.73,0
55.82,5.23,2.98,92.2,1
64.8,5.3,1.49,66.66,0
33.86,7.04,1.56,60.97,0
56.1,6.75,0.05,76.13,0
87.14,4.35,0.4,35.76,1
59.07,3.55,0.19,78.27,0
100.0,8.05,2.87,65.7,0
77.37,4.24,1.8,46.95,0
72.41,5.39,0.42,100.0,0
34.96,4.16,3.69,87.93,0
41.17,5.15,1.27,68.42,0
66.21,7.66,5.47,59.46,0
100.0,10.0,3.79,70.07,0
100.0,7.46,3.49,91.37,0
70.79,6.91,3.87,46.14,0
36.45,5.73,2.19,59.44,1
72.15,8.35,0.53,100.0,0
99.85,5.99,0.05,82.17,0
96.1,8.39,2.24,45.28,0
100.0,6.25,1.16,38.33,0
66.1,5.99,0.85,49.52,1
87.3,9.79,6.37,57.57,0
100.0,8.0,0.76,100.0,0
83.22,7.57,0.13,36.56,0
42.89,5.03,0.53,44.8,0
57.8,9.1,0.19,32.82,0
82.65,8.71,2.01,89.44,0
36.23,6.75,1.23,82.3,0
73.8,6.34,1.31,74.14,0
91.57,2.76,1.19,59.72,0
54.51,4.1,6.48,55.92,0
70.14,8.62,2.72,59.13,0
95.84,5.6,0.09,97.44,0
100.0,1.84,0.44,71.73,0
87.12,5.71,2.07,60.31,0
44.34,3.97,0.93,95.24,0
82.1,7.29,1.29,59.04,1
100.0,3.62,4.59,72.07,0
65.41,9.76,1.18,92.2,0
52.74,7.37,0.13,41.54,0
53.23,10.0,0.09,39.74,0
58.16,3.97,2.09,67.26,0
69.41,5.76,0.08,49.83,0
81.72,7.5,5.42,84.04,0
80.76,7.22,0.85,51.48,0
78.66,2.79,0.99,67.44,0
70.93,8.74,0.95,78.32,0
82.47,5.97,0.98,100.0,0
84.14,9.21,4.48,62.63,0
100.0,5.07,2.14,92.91,1
68.36,3.44,0.34,33.07,0
65.79,6.44,0.19,52.87,1
59.25,6.95,3.04,70.39,0
67.74,3.45,3.88,56.92,0
57.99,9.41,5.25,63.91,0
88.46,4.14,0.36,72.26,0
93.99,3.07,1.37,29.65,1
57.54,4.66,1.06,56.79,0
97.05,6.86,3.56,79.61,0
71.41,8.06,1.0,60.67,0
99.23,5.49,3.59,62.48,0
88.69,4.35,1.75,97.96,0
85.42,2.33,3.34,85.76,0
86.76,5.09,0.19,51.56,0
98.5,10.0,1.04,33.41,0
75.92,8.0,1.54,52.66,0
75.52,6.64,0.33,62.35,0
66.3,3.54,5.06,67.06,1
43.59,7.17,0.11,66.78,0
100.0,4.5,0.52,100.0,0
58.47,5.72,1.34,58.06,0
37.11,6.18,3.73,44.86,1
63.39,6.49,4.47,100.0,1
68.6,9.7,1.9,73.33,0
90.9,10.0,2.07,100.0,0
100.0,6.93,1.19,100.0,0
50.07,3.24,0.45,85.52,0
96.15,6.34,1.17,84.16,0
69.82,5.51,7.17,18.72,1
36.92,5.53,5.67,74.94,1
63.64,7.53,1.7,68.82,0
62.2,7.52,2.0,45.65,0
76.92,6.9,2.71,0.0,0
43.53,7.24,7.56,60.24,1
67.56,7.06,0.42,77.05,0
63.78,6.0,1.25,49.78,0
64.02,5.31,0.83,76.11,0
58.41,7.68,4.81,61.05,0
67.38,6.09,2.14,52.31,0
57.71,7.89,0.16,46.42,0
81.4,3.87,0.8,58.6,0
74.75,5.84,0.11,48.22,0
60.77,7.69,1.68,84.18,0
100.0,2.6,3.13,45.71,0
65.37,6.99,2.71,43.19,0
100.0,7.79,4.18,90.94,0
74.4,7.55,3.2,63.2,0
61.46,5.75,3.28,78.27,0
73.35,3.09,2.12,68.34,0
73.51,7.19,1.83,68.5,0
74.29,5.45,1.02,80.3,0
100.0,3.78,6.59,66.52,1
75.71,4.33,0.65,63.57,0
66.86,10.0,1.51,76.21,0
88.74,5.7,0.15,71.72,0
52.66,4.4,0.73,78.57,0
62.1,8.09,1.92,100.0,0
91.88,7.13,1.03,70.7,0
81.99,6.77,1.33,100.0,0
80.79,6.16,2.22,97.33,0
82.55,6.14,1.61,90.06,0
90.05,5.32,1.93,71.45,0
66.88,7.57,3.78,75.97,0
100.0,6.14,3.27,77.19,0
63.11,5.65,1.63,26.21,1
51.44,7.37,2.27,59.91,1
65.67,5.03,0.2,53.26,0
72.33,4.95,1.52,58.57,0
48.36,9.12,0.64,87.54,1
46.15,6.7,1.58,79.13,0
83.29,3.97,0.81,48.05,0
62.32,5.78,0.22,74.1,0
93.84,5.78,1.1,69.89,0
71.49,6.71,0.19,65.34,1
71.01,7.99,1.81,79.68,0
70.8,7.2,2.96,49.01,0
81.17,5.82,0.65,40.47,0
100.0,3.97,0.03,100.0,0
83.9,3.45,2.93,52.56,0
82.54,4.44,0.15,56.18,0
100.0,4.41,1.78,83.5,0
67.94,8.92,8.36,0.0,1
95.89,5.27,0.47,37.32,0
99.42,9.98,0.26,86.96,0
62.95,5.4,1.21,48.71,0
86.73,6.61,0.99,81.01,0
84.75,9.91,7.35,86.43,0
56.91,8.53,0.72,52.47,0
89.48,5.36,0.23,79.06,0
39.57,7.18,0.78,56.55,0
76.2,6.15,0.93,36.87,1
93.39,8.71,0.24,38.07,1
50.53,1.54,2.44,42.38,0
88.11,10.0,0.86,78.37,0
100.0,6.88,2.16,51.59,0
92.89,7.17,1.05,82.94,0
80.24,8.37,3.94,76.72,0
7.49,5.6,0.74,66.95,1
95.07,7.6,5.38,60.81,0
71.79,5.94,0.2,88.95,0
36.74,10.0,1.23,40.86,0
100.0,6.41,0.21,89.57,0
94.91,6.34,2.91,82.43,0
97.09,6.25,5.21,62.87,0
73.47,3.18,2.42,69.15,0
100.0,9.5,1.46,46.39,0
73.11,6.86,1.43,81.58,0
70.68,8.78,2.84,58.7,0
100.0,6.34,3.4,63.9,0
99.75,5.98,1.28,83.4,0
68.91,7.74,1.39,39.46,0
63.94,5.35,0.41,100.0,0
80.62,8.12,2.34,55.21,1
60.63,8.07,2.92,87.81,1
58.84,7.46,2.1,100.0,0
64.51,5.38,0.55,56.91,0
100.0,5.84,2.54,99.43,0
70.69,8.37,0.93,49.91,0
59.24,4.38,6.52,75.48,0
35.75,5.55,0.4,63.82,0
56.78,5.83,1.22,48.78,0
81.02,6.41,0.8,92.67,0
80.48,6.46,2.94,79.51,0
91.12,6.59,3.49,81.49,0
41.61,7.92,0.32,78.73,0
48.84,9.33,0.73,75.74,0
90.8,6.6,0.06,68.04,0
78.0,9.43,0.06,72.8,0
100.0,2.47,3.22,36.47,0
100.0,8.02,1.94,71.33,0
70.16,4.88,2.93,48.46,0
100.0,4.73,1.17,37.76,0
52.81,6.03,3.56,42.26,0
100.0,6.03,6.27,81.97,0
51.32,5.5,0.24,91.27,0
60.32,8.06,0.08,85.13,0
81.11,6.05,10.0,83.13,0
69.45,6.57,1.06,66.02,1
62.22,4.34,4.08,49.7,0
59.59,9.54,2.91,20.18,0
83.04,7.0,0.1,57.11,0
68.95,8.18,5.39,84.98,0
70.36,5.82,1.0,69.5,0
73.36,7.63,3.08,69.5,0
41.41,4.08,3.5,100.0,0
74.61,5.07,2.97,78.5,0
67.23,8.15,0.8,39.37,0
38.75,4.43,1.49,100.0,1
60.16,5.74,2.86,58.67,0
100.0,6.22,2.15,68.7,0
51.75,6.18,8.4,76.54,1
98.42,6.72,0.84,41.39,0
63.14,6.45,1.24,100.0,0
58.72,6.86,2.65,50.59,1
65.49,5.17,0.19,92.55,0
86.84,9.02,1.44,49.89,0
98.7,8.62,1.54,62.0,0
74.2,9.57,4.4,39.13,0
100.0,0.68,0.81,92.31,0
80.8,7.29,0.42,91.21,0
62.4,3.36,2.4,82.68,1
87.52,9.24,3.09,89.7,0
78.72,9.09,0.49,15.76,0
100.0,6.32,2.27,43.77,0
83.6,7.52,0.8,42.04,0
78.42,4.21,2.09,69.18,0
78.7,6.0,0.37,57.23,0
66.6,6.54,2.52,75.12,0
99.32,5.06,6.17,97.42,0
86.11,8.67,0.43,51.33,0
86.29,4.18,10.0,70.6,0
75.25,8.23,1.57,26.61,0
63.2,6.26,1.6,78.32,0
64.11,4.34,1.9,63.41,0
88.27,10.0,5.34,81.49,0
91.08,5.91,1.8,62.14,0
45.55,1.93,1.6,51.53,0
27.42,9.44,2.96,100.0,0
76.18,5.7,4.31,68.76,0
63.21,2.3,7.98,100.0,0
57.23,8.31,0.03,98.67,0
45.88,10.0,2.98,76.67,0
73.37,8.06,0.9,100.0,0
64.84,8.13,0.41,100.0,0
39.81,7.47,3.52,67.56,0
85.07,3.59,1.17,18.46,1
52.92,4.58,1.0,70.58,0
98.66,7.51,1.2,100.0,0
63.57,10.0,1.08,53.31,0
62.41,4.03,0.52,100.0,0
41.78,9.6,3.61,92.91,0
97.53,6.3,1.4,90.49,0
86.71,3.16,0.26,97.64,1
55.1,6.05,1.09,61.02,0
92.06,7.98,1.87,57.5,0
26.14,4.47,4.41,50.68,1
79.69,7.57,1.26,39.36,1
72.83,6.27,0.16,86.53,0
83.38,0.43,0.07,67.36,0
87.93,9.45,1.0,76.87,0
76.9,9.96,2.68,95.14,1
73.6,7.95,0.27,44.1,0
36.49,7.95,0.15,59.7,1
46.38,6.36,0.27,47.58,0
73.4,5.28,1.2,85.62,0
61.88,8.72,1.79,84.96,0
43.98,9.51,1.4,81.23,0
100.0,5.4,1.13,47.0,0
74.99,6.57,0.47,100.0,1
96.47,8.24,0.6,100.0,0
87.91,7.91,2.2,32.96,0
89.46,8.98,0.39,73.34,0
100.0,6.5,1.65,52.13,0
46.12,6.54,0.14,97.5,0
100.0,6.71,0.43,42.06,0
76.43,6.28,0.21,61.03,0
29.34,6.07,2.07,74.79,1
63.72,1.85,4.06,94.53,1
100.0,8.27,1.75,65.68,0
96.91,6.47,2.99,100.0,0
52.11,7.98,1.15,65.13,0
54.91,7.16,5.81,61.71,0
63.07,6.56,0.84,65.48,0
28.76,5.3,0.25,60.31,0
80.38,4.44,0.84,85.81,0
100.0,3.16,1.35,83.58,0
74.34,5.59,0.12,76.34,0
100.0,3.12,0.32,89.35,0
85.19,8.46,4.5,73.35,0
75.32,5.42,1.88,54.72,0
97.89,6.3,0.84,60.6,1
90.83,5.36,2.48,100.0,0
94.69,8.08,5.57,78.57,0
100.0,6.59,0.57,32.91,0
100.0,1.39,1.19,22.36,0
100.0,7.29,0.37,77.33,0
75.36,6.58,0.79,75.19,0
76.56,9.59,0.02,50.18,0
80.25,3.6,7.74,65.23,0
61.73,3.75,3.41,100.0,0
48.41,5.93,1.34,100.0,0
76.55,8.28,3.9,71.05,0
64.55,3.6,4.02,95.73,0
84.03,4.14,4.99,46.23,0
98.5,2.74,1.15,30.85,1
67.64,5.68,3.3,90.16,0
75.38,5.46,0.44,87.5,0
63.07,7.56,3.22,100.0,0
52.45,10.0,2.02,47.51,0
72.51,6.34,0.0,29.75,1
69.76,1.83,1.05,37.67,1
73.04,8.12,1.54,91.65,0
95.35,5.57,2.39,42.69,0
71.63,6.98,1.96,31.16,0
62.92,6.94,1.85,48.73,1
90.19,4.92,1.76,87.62,0
70.17,7.2,1.61,43.88,0
61.03,6.46,5.54,100.0,0
70.47,3.04,0.16,49.88,1
67.83,8.78,1.66,84.7,1
88.23,6.96,0.96,83.05,0
42.29,4.66,4.36,67.15,0
84.27,4.16,2.27,55.5,0
84.83,8.03,3.54,75.39,0
78.39,7.46,0.53,64.46,0
80.7,5.89,0.69,22.1,0
100.0,7.13,1.95,75.19,0
74.14,6.65,2.65,45.57,0
82.35,9.71,4.29,97.54,0
68.78,4.32,1.32,35.69,0
89.0,4.6,5.47,100.0,0
66.7,7.91,1.91,71.49,0
61.19,6.33,3.2,71.28,0
34.28,5.41,1.26,55.02,0
44.59,7.27,8.96,34.94,1
85.27,10.0,0.37,58.31,0
84.06,8.65,4.57,100.0,0
61.83,6.85,1.42,75.02,0
48.81,7.46,1.9,94.04,0
100.0,4.33,1.38,75.73,0
99.41,5.63,1.05,44.41,0
93.86,7.39,2.9,59.72,0
94.34,5.05,4.49,63.19,0
71.87,5.4,1.25,72.99,0
87.98,8.34,1.5,48.12,0
84.06,5.97,0.67,81.84,1
41.32,5.08,0.1,91.47,0
49.56,7.93,0.05,69.0,0
97.24,5.4,5.02,71.5,0
62.91,7.76,0.62,72.22,0
71.78,4.12,4.14,95.15,0
80.47,4.09,1.24,97.76,0
72.21,7.71,0.46,45.62,0
65.77,3.89,0.24,71.79,0
94.56,9.04,0.24,52.48,0
59.43,7.79,0.84,72.19,0
58.23,5.14,3.06,98.25,1
100.0,7.38,0.63,91.99,0
100.0,7.33,10.0,22.37,0
87.46,8.15,1.24,94.68,0
51.07,1.64,7.6,47.93,0
57.32,6.79,3.6,63.67,1
68.91,7.64,0.57,57.95,0
60.43,8.04,2.61,54.71,0
61.87,3.79,0.72,69.36,0
93.49,7.63,1.57,72.31,0
100.0,8.44,0.44,55.42,0
69.95,7.67,3.43,89.59,0
80.9,6.11,0.39,78.23,0
78.46,2.85,3.83,91.65,1
61.34,5.78,1.05,22.03,1
58.96,6.69,5.74,100.0,0
74.4,5.2,2.57,36.81,0
77.38,1.78,0.9,91.52,0
36.72,3.64,2.49,76.03,1
87.35,8.95,0.13,100.0,0
90.45,6.06,3.63,39.47,0
83.93,2.92,0.13,64.01,0
93.83,10.0,0.58,50.58,0
88.21,6.97,2.06,77.36,0
100.0,4.1,1.15,50.2,0
46.96,6.11,3.33,59.39,0
74.66,4.38,0.65,31.57,1
66.63,5.93,0.11,100.0,0
98.38,8.47,5.48,78.78,0
56.2,4.39,1.65,64.08,0
66.32,2.84,0.27,77.33,1
89.12,6.49,4.45,87.51,0
66.13,6.24,1.78,92.98,0
49.4,6.06,2.17,51.04,0
66.51,6.43,1.36,31.86,0
49.3,4.17,0.07,82.14,1
35.22,6.56,0.4,50.7,1
78.42,2.14,5.43,70.01,0
43.11,7.76,1.01,87.58,0
52.6,5.03,0.62,53.84,0
61.98,4.98,5.41,89.03,1
68.67,8.82,0.61,100.0,0
66.31,3.51,0.03,59.9,1
73.25,6.03,4.39,68.23,1
64.28,5.08,4.2,28.2,0
66.42,5.22,1.58,88.98,0
68.32,4.95,0.77,78.7,0
100.0,4.09,0.12,100.0,0
92.24,4.08,0.9,49.43,1
87.21,7.2,0.01,70.5,0
72.86,8.81,3.6,60.83,0
82.75,10.0,0.81,75.46,0
83.48,6.31,1.7,100.0,0
72.01,3.46,0.13,11.6,1
79.4,3.63,8.73,69.71,1
72.08,4.57,3.31,100.0,0
85.93,5.78,1.23,80.33,0
81.19,9.72,0.96,78.75,0
100.0,3.77,5.11,75.53,0
78.21,9.73,1.96,85.81,0
67.0,6.39,0.9,66.63,0
85.04,3.26,6.69,56.15,0
43.3,7.21,0.56,76.37,1
84.57,6.81,0.66,100.0,0
25.79,6.22,1.28,79.91,0
67.94,6.56,3.01,61.73,0
47.27,5.45,0.82,37.98,0
85.21,8.38,0.54,73.22,0
69.66,8.24,4.78,100.0,0
72.73,3.61,1.13,82.55,0
47.8,6.07,4.49,69.38,1
88.76,8.49,0.88,100.0,0
45.85,10.0,0.72,68.63,0
100.0,8.38,1.88,37.22,0
81.13,6.47,1.16,59.01,0
46.34,10.0,1.66,73.91,0
40.19,5.7,0.3,41.33,1
98.2,9.22,1.64,100.0,0
100.0,7.79,3.01,51.77,0
71.92,7.14,2.34,74.75,0
19.34,6.33,0.79,47.61,1
67.62,8.39,0.79,54.58,0
55.47,8.45,2.51,45.97,0
100.0,5.82,1.39,30.3,0
29.87,9.71,0.99,100.0,1
57.88,6.13,0.54,60.29,1
100.0,5.89,5.14,39.09,0
76.93,7.6,2.29,41.89,0
78.87,7.78,3.12,57.88,0
84.18,4.3,0.69,84.73,0
84.93,4.34,9.86,60.27,1
85.57,5.47,3.73,48.92,0
75.12,8.3,2.14,100.0,0
98.99,3.64,1.79,50.45,0
100.0,4.11,4.92,70.26,0
56.77,8.12,1.81,65.24,0
100.0,7.97,5.25,75.79,0
86.89,2.35,0.97,90.69,0
30.65,7.21,0.03,44.33,0
75.39,7.67,8.15,73.02,0
66.79,8.53,0.6,61.29,1
50.03,8.07,1.13,73.1,0
42.43,2.96,0.18,58.53,0
87.97,6.58,0.15,86.1,1
69.43,7.21,0.08,40.68,1
93.75,3.44,0.38,57.01,0
77.11,7.66,3.18,33.03,0
69.95,7.27,0.44,93.58,0
100.0,8.42,3.02,19.54,0
100.0,7.94,0.85,40.35,0
78.64,10.0,2.3,86.35,0
43.07,7.98,2.51,54.53,0
100.0,8.6,2.44,46.55,0
61.57,5.54,2.36,76.6,0
97.31,5.91,0.34,98.66,0
69.36,6.71,3.64,83.12,0
74.34,4.97,0.37,47.39,0
40.93,7.57,0.95,58.43,0
59.03,2.88,1.56,100.0,1
100.0,4.04,6.78,78.12,0
42.78,4.66,0.2,22.74,0
87.99,5.81,0.72,89.79,0
61.84,3.88,1.79,40.59,0
71.82,8.53,1.96,97.1,0
91.1,6.43,2.54,83.36,0
100.0,8.21,1.16,52.5,0
89.04,9.18,0.76,62.32,0
48.18,9.56,1.9,100.0,0
79.77,10.0,9.63,69.66,0
67.54,4.33,0.34,99.77,0
84.29,8.8,0.0,89.54,0
100.0,7.56,10.0,43.97,0
80.64,7.41,0.22,100.0,0
95.4,7.57,0.94,63.93,0
72.49,5.66,0.96,83.84,0
65.97,6.81,0.4,100.0,0
100.0,5.14,2.3,100.0,0
77.22,3.65,0.85,30.83,1
54.45,5.44,0.78,100.0,0
74.24,8.35,1.71,100.0,0
61.12,5.61,1.86,46.94,0
100.0,6.62,0.16,96.33,0
90.76,5.54,1.36,80.95,0
56.09,5.76,0.79,85.25,0
